Effective Date,Rate (%)
7/31/2018,1.91
7/30/2018,1.91
7/27/2018,1.91
7/26/2018,1.91
7/25/2018,1.91
7/24/2018,1.91
7/23/2018,1.91
7/20/2018,1.91
7/19/2018,1.91
7/18/2018,1.91
7/17/2018,1.91
7/16/2018,1.91
7/13/2018,1.91
7/12/2018,1.91
7/11/2018,1.91
7/10/2018,1.91
7/9/2018,1.91
7/6/2018,1.91
7/5/2018,1.91
7/3/2018,1.91
7/2/2018,1.91
6/29/2018,1.91
6/28/2018,1.91
6/27/2018,1.91
6/26/2018,1.92
6/25/2018,1.92
6/22/2018,1.92
6/21/2018,1.92
6/20/2018,1.92
6/19/2018,1.91
6/18/2018,1.9
6/15/2018,1.9
6/14/2018,1.9
6/13/2018,1.7
6/12/2018,1.7
6/11/2018,1.7
6/8/2018,1.7
6/7/2018,1.7
6/6/2018,1.7
6/5/2018,1.7
6/4/2018,1.7
6/1/2018,1.7
5/31/2018,1.7
5/30/2018,1.7
5/29/2018,1.7
5/25/2018,1.7
5/24/2018,1.7
5/23/2018,1.7
5/22/2018,1.7
5/21/2018,1.7
5/18/2018,1.7
5/17/2018,1.7
5/16/2018,1.7
5/15/2018,1.7
5/14/2018,1.7
5/11/2018,1.7
5/10/2018,1.7
5/9/2018,1.7
5/8/2018,1.7
5/7/2018,1.7
5/4/2018,1.7
5/3/2018,1.7
5/2/2018,1.7
5/1/2018,1.7
4/30/2018,1.69
4/27/2018,1.7
4/26/2018,1.7
4/25/2018,1.7
4/24/2018,1.7
4/23/2018,1.7
4/20/2018,1.7
4/19/2018,1.69
4/18/2018,1.69
4/17/2018,1.69
4/16/2018,1.69
4/13/2018,1.69
4/12/2018,1.69
4/11/2018,1.69
4/10/2018,1.69
4/9/2018,1.69
4/6/2018,1.69
4/5/2018,1.69
4/4/2018,1.69
4/3/2018,1.69
4/2/2018,1.68
3/30/2018,1.67
3/29/2018,1.68
3/28/2018,1.68
3/27/2018,1.68
3/26/2018,1.68
3/23/2018,1.68
3/22/2018,1.68
3/21/2018,1.44
3/20/2018,1.44
3/19/2018,1.43
3/16/2018,1.43
3/15/2018,1.43
3/14/2018,1.42
3/13/2018,1.42
3/12/2018,1.42
3/9/2018,1.42
3/8/2018,1.42
3/7/2018,1.42
3/6/2018,1.42
3/5/2018,1.42
3/2/2018,1.42
3/1/2018,1.42
2/28/2018,1.35
2/27/2018,1.42
2/26/2018,1.42
2/23/2018,1.42
2/22/2018,1.42
2/21/2018,1.42
2/20/2018,1.42
2/16/2018,1.42
2/15/2018,1.42
2/14/2018,1.42
2/13/2018,1.42
2/12/2018,1.42
2/9/2018,1.42
2/8/2018,1.42
2/7/2018,1.42
2/6/2018,1.42
2/5/2018,1.42
2/2/2018,1.42
2/1/2018,1.42
1/31/2018,1.34
1/30/2018,1.42
1/29/2018,1.42
1/26/2018,1.42
1/25/2018,1.42
1/24/2018,1.42
1/23/2018,1.42
1/22/2018,1.42
1/19/2018,1.42
1/18/2018,1.42
1/17/2018,1.42
1/16/2018,1.42
1/12/2018,1.42
1/11/2018,1.42
1/10/2018,1.42
1/9/2018,1.42
1/8/2018,1.42
1/5/2018,1.42
1/4/2018,1.42
1/3/2018,1.42
1/2/2018,1.42
12/29/2017,1.33
12/28/2017,1.42
12/27/2017,1.42
12/26/2017,1.42
12/22/2017,1.42
12/21/2017,1.42
12/20/2017,1.42
12/19/2017,1.42
12/18/2017,1.42
12/15/2017,1.41
12/14/2017,1.41
12/13/2017,1.17
12/12/2017,1.17
12/11/2017,1.16
12/8/2017,1.16
12/7/2017,1.16
12/6/2017,1.16
12/5/2017,1.16
12/4/2017,1.16
12/1/2017,1.16
11/30/2017,1.07
11/29/2017,1.16
11/28/2017,1.16
11/27/2017,1.16
11/24/2017,1.16
11/22/2017,1.16
11/21/2017,1.16
11/20/2017,1.16
11/17/2017,1.16
11/16/2017,1.16
11/15/2017,1.16
11/14/2017,1.16
11/13/2017,1.16
11/10/2017,1.16
11/9/2017,1.16
11/8/2017,1.16
11/7/2017,1.16
11/6/2017,1.16
11/3/2017,1.16
11/2/2017,1.16
11/1/2017,1.16
10/31/2017,1.07
10/30/2017,1.16
10/27/2017,1.16
10/26/2017,1.16
10/25/2017,1.16
10/24/2017,1.16
10/23/2017,1.16
10/20/2017,1.16
10/19/2017,1.16
10/18/2017,1.16
10/17/2017,1.16
10/16/2017,1.16
10/13/2017,1.16
10/12/2017,1.16
10/11/2017,1.16
10/10/2017,1.16
10/6/2017,1.16
10/5/2017,1.16
10/4/2017,1.16
10/3/2017,1.16
10/2/2017,1.16
9/29/2017,1.06
9/28/2017,1.16
9/27/2017,1.16
9/26/2017,1.16
9/25/2017,1.16
9/22/2017,1.16
9/21/2017,1.16
9/20/2017,1.16
9/19/2017,1.16
9/18/2017,1.16
9/15/2017,1.16
9/14/2017,1.16
9/13/2017,1.16
9/12/2017,1.16
9/11/2017,1.16
9/8/2017,1.16
9/7/2017,1.16
9/6/2017,1.16
9/5/2017,1.16
9/1/2017,1.16
8/31/2017,1.07
8/30/2017,1.16
8/29/2017,1.16
8/28/2017,1.16
8/25/2017,1.16
8/24/2017,1.16
8/23/2017,1.16
8/22/2017,1.16
8/21/2017,1.16
8/18/2017,1.16
8/17/2017,1.16
8/16/2017,1.16
8/15/2017,1.16
8/14/2017,1.16
8/11/2017,1.16
8/10/2017,1.16
8/9/2017,1.16
8/8/2017,1.16
8/7/2017,1.16
8/4/2017,1.16
8/3/2017,1.16
8/2/2017,1.16
8/1/2017,1.16
7/31/2017,1.07
7/28/2017,1.16
7/27/2017,1.16
7/26/2017,1.16
7/25/2017,1.16
7/24/2017,1.16
7/21/2017,1.16
7/20/2017,1.16
7/19/2017,1.16
7/18/2017,1.16
7/17/2017,1.16
7/14/2017,1.16
7/13/2017,1.16
7/12/2017,1.16
7/11/2017,1.16
7/10/2017,1.16
7/7/2017,1.16
7/6/2017,1.16
7/5/2017,1.16
7/3/2017,1.16
6/30/2017,1.06
6/29/2017,1.16
6/28/2017,1.16
6/27/2017,1.16
6/26/2017,1.16
6/23/2017,1.16
6/22/2017,1.16
6/21/2017,1.16
6/20/2017,1.16
6/19/2017,1.16
6/16/2017,1.16
6/15/2017,1.16
6/14/2017,0.91
6/13/2017,0.91
6/12/2017,0.91
6/9/2017,0.91
6/8/2017,0.91
6/7/2017,0.91
6/6/2017,0.91
6/5/2017,0.91
6/2/2017,0.91
6/1/2017,0.91
5/31/2017,0.83
5/30/2017,0.91
5/26/2017,0.91
5/25/2017,0.91
5/24/2017,0.91
5/23/2017,0.91
5/22/2017,0.91
5/19/2017,0.91
5/18/2017,0.91
5/17/2017,0.91
5/16/2017,0.91
5/15/2017,0.91
5/12/2017,0.91
5/11/2017,0.91
5/10/2017,0.91
5/9/2017,0.91
5/8/2017,0.91
5/5/2017,0.91
5/4/2017,0.91
5/3/2017,0.91
5/2/2017,0.91
5/1/2017,0.91
4/28/2017,0.83
4/27/2017,0.91
4/26/2017,0.91
4/25/2017,0.91
4/24/2017,0.91
4/21/2017,0.91
4/20/2017,0.91
4/19/2017,0.91
4/18/2017,0.91
4/17/2017,0.91
4/14/2017,0.91
4/13/2017,0.91
4/12/2017,0.91
4/11/2017,0.91
4/10/2017,0.91
4/7/2017,0.91
4/6/2017,0.91
4/5/2017,0.91
4/4/2017,0.91
4/3/2017,0.91
3/31/2017,0.82
3/30/2017,0.91
3/29/2017,0.91
3/28/2017,0.91
3/27/2017,0.91
3/24/2017,0.91
3/23/2017,0.91
3/22/2017,0.91
3/21/2017,0.91
3/20/2017,0.91
3/17/2017,0.91
3/16/2017,0.91
3/15/2017,0.66
3/14/2017,0.66
3/13/2017,0.66
3/10/2017,0.66
3/9/2017,0.66
3/8/2017,0.66
3/7/2017,0.66
3/6/2017,0.66
3/3/2017,0.66
3/2/2017,0.66
3/1/2017,0.66
2/28/2017,0.57
2/27/2017,0.66
2/24/2017,0.66
2/23/2017,0.66
2/22/2017,0.66
2/21/2017,0.66
2/17/2017,0.66
2/16/2017,0.66
2/15/2017,0.66
2/14/2017,0.66
2/13/2017,0.66
2/10/2017,0.66
2/9/2017,0.66
2/8/2017,0.66
2/7/2017,0.66
2/6/2017,0.66
2/3/2017,0.66
2/2/2017,0.66
2/1/2017,0.66
1/31/2017,0.56
1/30/2017,0.66
1/27/2017,0.66
1/26/2017,0.66
1/25/2017,0.66
1/24/2017,0.66
1/23/2017,0.66
1/20/2017,0.66
1/19/2017,0.66
1/18/2017,0.66
1/17/2017,0.66
1/13/2017,0.66
1/12/2017,0.66
1/11/2017,0.66
1/10/2017,0.66
1/9/2017,0.66
1/6/2017,0.66
1/5/2017,0.66
1/4/2017,0.66
1/3/2017,0.66
12/30/2016,0.55
12/29/2016,0.66
12/28/2016,0.66
12/27/2016,0.66
12/23/2016,0.66
12/22/2016,0.66
12/21/2016,0.66
12/20/2016,0.66
12/19/2016,0.66
12/16/2016,0.66
12/15/2016,0.66
12/14/2016,0.41
12/13/2016,0.41
12/12/2016,0.41
12/9/2016,0.41
12/8/2016,0.41
12/7/2016,0.41
12/6/2016,0.41
12/5/2016,0.41
12/2/2016,0.41
12/1/2016,0.41
11/30/2016,0.31
11/29/2016,0.41
11/28/2016,0.41
11/25/2016,0.41
11/23/2016,0.41
11/22/2016,0.41
11/21/2016,0.41
11/18/2016,0.41
11/17/2016,0.41
11/16/2016,0.41
11/15/2016,0.41
11/14/2016,0.41
11/10/2016,0.41
11/9/2016,0.41
11/8/2016,0.41
11/7/2016,0.41
11/4/2016,0.41
11/3/2016,0.41
11/2/2016,0.41
11/1/2016,0.41
10/31/2016,0.31
10/28/2016,0.41
10/27/2016,0.41
10/26/2016,0.41
10/25/2016,0.41
10/24/2016,0.41
10/21/2016,0.41
10/20/2016,0.41
10/19/2016,0.41
10/18/2016,0.41
10/17/2016,0.41
10/14/2016,0.41
10/13/2016,0.41
10/12/2016,0.41
10/11/2016,0.41
10/7/2016,0.4
10/6/2016,0.4
10/5/2016,0.4
10/4/2016,0.4
10/3/2016,0.4
9/30/2016,0.29
9/29/2016,0.4
9/28/2016,0.4
9/27/2016,0.4
9/26/2016,0.4
9/23/2016,0.4
9/22/2016,0.4
9/21/2016,0.4
9/20/2016,0.4
9/19/2016,0.4
9/16/2016,0.4
9/15/2016,0.4
9/14/2016,0.4
9/13/2016,0.4
9/12/2016,0.4
9/9/2016,0.4
9/8/2016,0.4
9/7/2016,0.4
9/6/2016,0.4
9/2/2016,0.4
9/1/2016,0.4
8/31/2016,0.3
8/30/2016,0.4
8/29/2016,0.4
8/26/2016,0.4
8/25/2016,0.4
8/24/2016,0.4
8/23/2016,0.4
8/22/2016,0.4
8/19/2016,0.4
8/18/2016,0.4
8/17/2016,0.4
8/16/2016,0.4
8/15/2016,0.4
8/12/2016,0.4
8/11/2016,0.4
8/10/2016,0.4
8/9/2016,0.4
8/8/2016,0.4
8/5/2016,0.4
8/4/2016,0.4
8/3/2016,0.4
8/2/2016,0.4
8/1/2016,0.4
7/29/2016,0.3
7/28/2016,0.4
7/27/2016,0.4
7/26/2016,0.4
7/25/2016,0.4
7/22/2016,0.4
7/21/2016,0.4
7/20/2016,0.4
7/19/2016,0.4
7/18/2016,0.4
7/15/2016,0.4
7/14/2016,0.4
7/13/2016,0.4
7/12/2016,0.4
7/11/2016,0.4
7/8/2016,0.4
7/7/2016,0.4
7/6/2016,0.4
7/5/2016,0.4
7/1/2016,0.41
6/30/2016,0.3
6/29/2016,0.41
6/28/2016,0.41
6/27/2016,0.41
6/24/2016,0.4
6/23/2016,0.39
6/22/2016,0.38
6/21/2016,0.38
6/20/2016,0.38
6/17/2016,0.38
6/16/2016,0.38
6/15/2016,0.37
6/14/2016,0.37
6/13/2016,0.37
6/10/2016,0.37
6/9/2016,0.37
6/8/2016,0.37
6/7/2016,0.37
6/6/2016,0.37
6/3/2016,0.37
6/2/2016,0.37
6/1/2016,0.37
5/31/2016,0.29
5/27/2016,0.37
5/26/2016,0.37
5/25/2016,0.37
5/24/2016,0.37
5/23/2016,0.37
5/20/2016,0.37
5/19/2016,0.37
5/18/2016,0.37
5/17/2016,0.37
5/16/2016,0.37
5/13/2016,0.37
5/12/2016,0.37
5/11/2016,0.37
5/10/2016,0.37
5/9/2016,0.37
5/6/2016,0.37
5/5/2016,0.37
5/4/2016,0.37
5/3/2016,0.37
5/2/2016,0.37
4/29/2016,0.3
4/28/2016,0.37
4/27/2016,0.37
4/26/2016,0.37
4/25/2016,0.37
4/22/2016,0.37
4/21/2016,0.37
4/20/2016,0.37
4/19/2016,0.37
4/18/2016,0.37
4/15/2016,0.37
4/14/2016,0.37
4/13/2016,0.37
4/12/2016,0.37
4/11/2016,0.37
4/8/2016,0.37
4/7/2016,0.37
4/6/2016,0.37
4/5/2016,0.37
4/4/2016,0.37
4/1/2016,0.37
3/31/2016,0.25
3/30/2016,0.37
3/29/2016,0.37
3/28/2016,0.37
3/25/2016,0.37
3/24/2016,0.37
3/23/2016,0.37
3/22/2016,0.37
3/21/2016,0.37
3/18/2016,0.37
3/17/2016,0.37
3/16/2016,0.37
3/15/2016,0.37
3/14/2016,0.36
3/11/2016,0.36
3/10/2016,0.36
3/9/2016,0.36
3/8/2016,0.36
3/7/2016,0.36
3/4/2016,0.36
3/3/2016,0.37
3/2/2016,0.37
3/1/2016,0.36
2/29/2016,0.29
2/26/2016,0.37
2/25/2016,0.37
2/24/2016,0.38
2/23/2016,0.38
2/22/2016,0.38
2/19/2016,0.38
2/18/2016,0.38
2/17/2016,0.37
2/16/2016,0.38
2/12/2016,0.38
2/11/2016,0.38
2/10/2016,0.38
2/9/2016,0.38
2/8/2016,0.38
2/5/2016,0.38
2/4/2016,0.38
2/3/2016,0.38
2/2/2016,0.38
2/1/2016,0.38
1/29/2016,0.29
1/28/2016,0.38
1/27/2016,0.38
1/26/2016,0.38
1/25/2016,0.38
1/22/2016,0.38
1/21/2016,0.37
1/20/2016,0.37
1/19/2016,0.36
1/15/2016,0.36
1/14/2016,0.36
1/13/2016,0.36
1/12/2016,0.36
1/11/2016,0.36
1/8/2016,0.36
1/7/2016,0.36
1/6/2016,0.36
1/5/2016,0.36
1/4/2016,0.36
12/31/2015,0.2
12/30/2015,0.35
12/29/2015,0.36
12/28/2015,0.36
12/24/2015,0.36
12/23/2015,0.36
12/22/2015,0.36
12/21/2015,0.36
12/18/2015,0.37
12/17/2015,0.37
12/16/2015,0.15
12/15/2015,0.15
12/14/2015,0.15
12/11/2015,0.14
12/10/2015,0.14
12/9/2015,0.14
12/8/2015,0.13
12/7/2015,0.13
12/4/2015,0.13
12/3/2015,0.13
12/2/2015,0.13
12/1/2015,0.13
11/30/2015,0.08
11/27/2015,0.12
11/25/2015,0.12
11/24/2015,0.12
11/23/2015,0.12
11/20/2015,0.12
11/19/2015,0.12
11/18/2015,0.12
11/17/2015,0.13
11/16/2015,0.13
11/13/2015,0.12
11/12/2015,0.12
11/10/2015,0.12
11/9/2015,0.12
11/6/2015,0.12
11/5/2015,0.12
11/4/2015,0.12
11/3/2015,0.12
11/2/2015,0.12
10/30/2015,0.07
10/29/2015,0.12
10/28/2015,0.12
10/27/2015,0.12
10/26/2015,0.12
10/23/2015,0.12
10/22/2015,0.12
10/21/2015,0.13
10/20/2015,0.13
10/19/2015,0.13
10/16/2015,0.13
10/15/2015,0.13
10/14/2015,0.13
10/13/2015,0.13
10/9/2015,0.13
10/8/2015,0.13
10/7/2015,0.13
10/6/2015,0.13
10/5/2015,0.13
10/2/2015,0.13
10/1/2015,0.13
9/30/2015,0.07
9/29/2015,0.13
9/28/2015,0.13
9/25/2015,0.13
9/24/2015,0.14
9/23/2015,0.14
9/22/2015,0.14
9/21/2015,0.14
9/18/2015,0.14
9/17/2015,0.14
9/16/2015,0.14
9/15/2015,0.14
9/14/2015,0.14
9/11/2015,0.14
9/10/2015,0.14
9/9/2015,0.14
9/8/2015,0.14
9/4/2015,0.14
9/3/2015,0.14
9/2/2015,0.14
9/1/2015,0.14
8/31/2015,0.08
8/28/2015,0.14
8/27/2015,0.14
8/26/2015,0.14
8/25/2015,0.15
8/24/2015,0.15
8/21/2015,0.15
8/20/2015,0.15
8/19/2015,0.15
8/18/2015,0.15
8/17/2015,0.15
8/14/2015,0.14
8/13/2015,0.15
8/12/2015,0.15
8/11/2015,0.15
8/10/2015,0.14
8/7/2015,0.14
8/6/2015,0.14
8/5/2015,0.14
8/4/2015,0.14
8/3/2015,0.14
7/31/2015,0.08
7/30/2015,0.14
7/29/2015,0.14
7/28/2015,0.14
7/27/2015,0.14
7/24/2015,0.13
7/23/2015,0.13
7/22/2015,0.13
7/21/2015,0.13
7/20/2015,0.14
7/17/2015,0.13
7/16/2015,0.14
7/15/2015,0.13
7/14/2015,0.13
7/13/2015,0.13
7/10/2015,0.13
7/9/2015,0.13
7/8/2015,0.13
7/7/2015,0.13
7/6/2015,0.13
7/3/2015,0.13
7/2/2015,0.13
7/1/2015,0.13
6/30/2015,0.08
6/29/2015,0.14
6/26/2015,0.13
6/25/2015,0.13
6/24/2015,0.13
6/23/2015,0.13
6/22/2015,0.13
6/19/2015,0.13
6/18/2015,0.14
6/17/2015,0.14
6/16/2015,0.14
6/15/2015,0.13
6/12/2015,0.13
6/11/2015,0.13
6/10/2015,0.13
6/9/2015,0.13
6/8/2015,0.13
6/5/2015,0.13
6/4/2015,0.13
6/3/2015,0.13
6/2/2015,0.12
6/1/2015,0.12
5/29/2015,0.08
5/28/2015,0.12
5/27/2015,0.12
5/26/2015,0.12
5/22/2015,0.13
5/21/2015,0.12
5/20/2015,0.12
5/19/2015,0.12
5/18/2015,0.13
5/15/2015,0.13
5/14/2015,0.13
5/13/2015,0.13
5/12/2015,0.13
5/11/2015,0.13
5/8/2015,0.13
5/7/2015,0.13
5/6/2015,0.13
5/5/2015,0.13
5/4/2015,0.13
5/1/2015,0.13
4/30/2015,0.08
4/29/2015,0.13
4/28/2015,0.13
4/27/2015,0.13
4/24/2015,0.13
4/23/2015,0.13
4/22/2015,0.13
4/21/2015,0.13
4/20/2015,0.13
4/17/2015,0.13
4/16/2015,0.13
4/15/2015,0.13
4/14/2015,0.13
4/13/2015,0.13
4/10/2015,0.12
4/9/2015,0.12
4/8/2015,0.12
4/7/2015,0.12
4/6/2015,0.13
4/3/2015,0.12
4/2/2015,0.12
4/1/2015,0.12
3/31/2015,0.06
3/30/2015,0.12
3/27/2015,0.12
3/26/2015,0.11
3/25/2015,0.12
3/24/2015,0.11
3/23/2015,0.12
3/20/2015,0.12
3/19/2015,0.12
3/18/2015,0.11
3/17/2015,0.12
3/16/2015,0.12
3/13/2015,0.11
3/12/2015,0.11
3/11/2015,0.11
3/10/2015,0.12
3/9/2015,0.12
3/6/2015,0.12
3/5/2015,0.11
3/4/2015,0.11
3/3/2015,0.12
3/2/2015,0.12
2/27/2015,0.06
2/26/2015,0.11
2/25/2015,0.11
2/24/2015,0.11
2/23/2015,0.11
2/20/2015,0.12
2/19/2015,0.12
2/18/2015,0.12
2/17/2015,0.12
2/13/2015,0.12
2/12/2015,0.12
2/11/2015,0.12
2/10/2015,0.12
2/9/2015,0.12
2/6/2015,0.11
2/5/2015,0.12
2/4/2015,0.11
2/3/2015,0.12
2/2/2015,0.12
1/30/2015,0.06
1/29/2015,0.11
1/28/2015,0.12
1/27/2015,0.11
1/26/2015,0.12
1/23/2015,0.12
1/22/2015,0.12
1/21/2015,0.12
1/20/2015,0.12
1/16/2015,0.13
1/15/2015,0.12
1/14/2015,0.12
1/13/2015,0.12
1/12/2015,0.12
1/9/2015,0.12
1/8/2015,0.12
1/7/2015,0.12
1/6/2015,0.12
1/5/2015,0.12
1/2/2015,0.12
12/31/2014,0.06
12/30/2014,0.13
12/29/2014,0.13
12/26/2014,0.13
12/24/2014,0.13
12/23/2014,0.13
12/22/2014,0.13
12/19/2014,0.13
12/18/2014,0.13
12/17/2014,0.13
12/16/2014,0.12
12/15/2014,0.11
12/12/2014,0.12
12/11/2014,0.12
12/10/2014,0.12
12/9/2014,0.12
12/8/2014,0.12
12/5/2014,0.12
12/4/2014,0.12
12/3/2014,0.12
12/2/2014,0.12
12/1/2014,0.13
11/28/2014,0.08
11/26/2014,0.1
11/25/2014,0.1
11/24/2014,0.1
11/21/2014,0.1
11/20/2014,0.1
11/19/2014,0.1
11/18/2014,0.11
11/17/2014,0.1
11/14/2014,0.09
11/13/2014,0.09
11/12/2014,0.09
11/10/2014,0.09
11/7/2014,0.09
11/6/2014,0.09
11/5/2014,0.09
11/4/2014,0.1
11/3/2014,0.09
10/31/2014,0.07
10/30/2014,0.09
10/29/2014,0.09
10/28/2014,0.09
10/27/2014,0.09
10/24/2014,0.09
10/23/2014,0.09
10/22/2014,0.09
10/21/2014,0.09
10/20/2014,0.09
10/17/2014,0.09
10/16/2014,0.09
10/15/2014,0.09
10/14/2014,0.09
10/10/2014,0.09
10/9/2014,0.08
10/8/2014,0.09
10/7/2014,0.09
10/6/2014,0.09
10/3/2014,0.09
10/2/2014,0.09
10/1/2014,0.09
9/30/2014,0.07
9/29/2014,0.08
9/26/2014,0.09
9/25/2014,0.09
9/24/2014,0.09
9/23/2014,0.09
9/22/2014,0.09
9/19/2014,0.09
9/18/2014,0.09
9/17/2014,0.09
9/16/2014,0.09
9/15/2014,0.09
9/12/2014,0.09
9/11/2014,0.09
9/10/2014,0.09
9/9/2014,0.09
9/8/2014,0.09
9/5/2014,0.09
9/4/2014,0.09
9/3/2014,0.09
9/2/2014,0.09
